Dyntaxa ID number,Establishment,Växtsätt,kontroll,Växtnamn,Medelhöjd (cm),Maxhöjd (cm),Blomningsstart,Blomningsslut,Phenology,Börjar Blomma,Extreme phenology,Sena,Blommande?,Blomfärg
219771,Resident,Ört,#REF!,Cephalaria alpina (L.) Roem. & Schult.,100,200,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
221015,Resident,Ört,#REF!,Cephalaria gigantea (Ledeb.) Bobrov,100,200,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220688,Resident,Ört,#REF!,Cerastium alpinum L.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220689,Resident,Ört,#REF!,Cerastium arvense L.,10,30,Maj,Juli,6,6.B Maj,3,22-jul,Ja,Vit
301,Resident,Ört,#REF!,Cerastium brachypetalum Pers.,5,30,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
220691,Resident,Ört,#REF!,Cerastium cerastoides (L.) Britton,5,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220693,Resident,Ört,#REF!,Cerastium diffusum Pers.,5,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220694,Resident,Ört,#REF!,Cerastium fontanum Baumg.,10,40,Maj,Augusti,6,6.B Maj,3,22-jul,Ja,Vit
220695,Resident,Ört,#REF!,Cerastium glomeratum Thuill.,10,30,April,Juni,6,6.B Maj,3,22-jul,Ja,Vit
220696,Resident,Ört,#REF!,Cerastium glutinosum Fr.,5,20,Juni,Augusti,5,5. S Apr,4,06-aug,Ja,Vit
220697,Resident,Ört,#REF!,Cerastium nigrescens (H. C. Watson) Edmondston ex H. C. Watson,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220698,Resident,Ört,#REF!,Cerastium pumilum Curtis,5,10,Maj,Juli, ,Ingen data, ,Ingen data,Ja,Vit
220699,Resident,Ört,#REF!,Cerastium semidecandrum L.,5,20,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Vit
1868,Resident,Ört,#REF!,Cerastium subtetrandrum (Lange) Murb.,5,30,Juni,Augusti,5,5. S Apr,4,06-aug,Ja,Vit
220701,Resident,Ört,#REF!,Cerastium tomentosum L.,10,30,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
220703,Resident,Ört,#REF!,Ceratocapnos claviculata (L.) Lidén,10,40,Juni,Augusti,5,5. S Apr,4,06-aug,Ja,Vit
222388,Resident,Gräs,#REF!,Ceratochloa sitchensis (Trin.) Cope & Ryves,50,150,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222389,Resident,Vattenväxt,#REF!,Ceratophyllum demersum L.,20,100,Juli,Augusti,10,10. B Jul,3,22-jul,Nej,
302,Resident,Vattenväxt,#REF!,Ceratophyllum submersum L.,10,60,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
221513,Non-resident,Buske,#REF!,Chaenomeles japonica (Thunb.) Lindl. ex Spach,100,300,April,Maj,6,6.B Maj,3,22-jul,Ja,Röd
235119,Non-resident,Buske,#REF!,Chaenomeles speciosa (Sweet) Nakai,100,300,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Röd
222981,Non-resident,Buske,#REF!,Chaenomeles x superba (Frahm) Rehder,100,300,April,Maj,6,6.B Maj,3,22-jul,Ja,Röd
222982,Resident,Ört,#REF!,Chaenorhinum minus (L.) Lange,5,20,Juli,Augusti,7,7.S Maj,2,07-jul,Ja,Rosa
221619,Resident,Ört,#REF!,Chaerophyllum aromaticum L.,40,80,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
315,Resident,Ört,#REF!,Chaerophyllum aureum L.,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
316,Resident,Ört,#REF!,Chaerophyllum bulbosum L.,50,100,Maj,Juni,9,9. S Jun,2,07-jul,Ja,Vit
317,Resident,Ört,#REF!,Chaerophyllum prescottii DC.,50,100,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
219655,Resident,Ört,#REF!,Chaerophyllum temulum L.,50,150,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
221179,Resident,Buske,#REF!,Chamaecytisus × versicolor (Dippel) Karlsson,50,100,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Gul
222144,Resident,Buske,#REF!,Chamaecytisus elongatus (Waldst. & Kit.) Link,20,80,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Gul
221182,Non-resident,Buske,#REF!,Chamaecytisus hirsutus (L.) Link,30,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
319,Resident,Buske,#REF!,Chamaedaphne calyculata (L.) Moench,20,50,Maj,Juni, ,Ingen data, ,Ingen data,Ja,"Rosa, vit"
222063,Resident,Ört,#REF!,Chamaenerion angustifolium (L.) Scop.,50,200,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Rosa
220073,Resident,Ört,#REF!,Chamorchis alpina (L.) Rich.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
219772,Resident,Ört,#REF!,Chelidonium majus L.,30,80,Maj,Juli,6,6.B Maj,3,22-jul,Ja,Gul
220724,Resident,Ört,#REF!,"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch",20,100,Juli,September,11,11. S Jul,4,06-aug,Ja,Grön
337,Resident,Ört,#REF!,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",10,50,Juni,Augusti,12,12. B Aug,5,21-aug,Ja,Grön
220704,Resident,Ört,#REF!,Chenopodium album L.,20,100,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
220719,Resident,Ört,#REF!,Chenopodium ficifolium Sm.,20,60,Juli,Augusti,12,12. B Aug,5,21-aug,Ja,Grön
1869,Resident,Ört,#REF!,Chenopodium striatiforme Murr,10,50,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
220748,Resident,Ört,#REF!,Chenopodium suecicum Murr,20,50,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
339,Resident,Ört,#REF!,Chenopodium vulvaria L.,10,30,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
221720,Resident,Ört,#REF!,Cherleria biflora (L.),5,10,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
340,Resident,Ört,#REF!,Chimaphila umbellata (L.) W. P. C. Barton,10,30,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
220075,Resident,Ört,#REF!,Chrysosplenium alternifolium L.,10,30,April,Juni,4,4. B Apr,5,21-aug,Ja,Gul
1870,Resident,Ört,#REF!,Chrysosplenium oppositifolium L.,5,20,Mars,Juni, ,Ingen data, ,Ingen data,Ja,Vit
223335,Resident,Ört,#REF!,Chrysosplenium tetrandrum (N. Lund ex Malmgren) Th. Fr.,5,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220078,Resident,Ört,#REF!,Cichorium intybus L.,50,120,Juli,September,9,9. S Jun,2,07-jul,Ja,Blå
219657,Resident,Ört,#REF!,Cicuta virosa L.,50,150,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
345,Resident,Gräs,#REF!,Cinna latifolia (Trevir.) Griseb.,20,100,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
346,Resident,Ört,#REF!,Circaea × intermedia Ehrh.,20,50,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
222395,Resident,Ört,#REF!,Circaea alpina L.,10,40,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
222056,Resident,Ört,#REF!,Circaea lutetiana L.,30,100,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
220079,Resident,Ört,#REF!,Cirsium acaule (L.) Scop.,10,50,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Rosa
220080,Resident,Ört,#REF!,Cirsium arvense (L.) Scop.,50,150,Juli,September,9,9. S Jun,2,07-jul,Ja,Lila
350,Resident,Ört,#REF!,Cirsium canum (L.) All.,50,150,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,"Lila, rosa"
220083,Resident,Ört,#REF!,Cirsium heterophyllum (L.) Hill,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
220084,Resident,Ört,#REF!,Cirsium oleraceum (L.) Scop.,50,150,Juli,September,10,10. B Jul,3,22-jul,Ja,Gul
220085,Resident,Ört,#REF!,Cirsium palustre (L.) Scop.,50,150,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Röd
220088,Resident,Ört,#REF!,Cirsium vulgare (Savi) Ten.,50,150,Juli,September,10,10. B Jul,3,22-jul,Ja,Lila
223324,Resident,Gräs/halvgräs,#REF!,Cladium mariscus (L.) Pohl,100,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Brun
222059,Resident,Ört,#REF!,Claytonia perfoliata Donn ex Willd.,10,40,Mars,Maj,4,4. B Apr,5,21-aug,Ja,Grön
220753,Resident,Ört,#REF!,Claytonia sibirica L.,10,30,April,Juni,5,5. S Apr,4,06-aug,Ja,Rosa
222804,Resident,Klättrande växt,#REF!,Clematis alpina Mill.,150,300,Maj,Juni, ,Ingen data, ,Ingen data,Ja,"Blå, lila"
222806,Non-resident,Klättrande växt,#REF!,Clematis tangutica (Maxim.) Korsh.,100,300,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
222807,Resident,Klättrande växt,#REF!,Clematis vitalba L.,200,500,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
222808,Resident,Klättrande växt,#REF!,Clematis viticella L.,100,300,Juli,September, ,Ingen data, ,Ingen data,Ja,Lila
221802,Resident,Ört,#REF!,Clinopodium acinos (L.) Kuntze,10,30,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Blå
221803,Non-resident,Ört,#REF!,Clinopodium grandiflorum (L.) Kuntze,30,60,Juli,September,13,13. S Aug,6,05-sep,Ja,Blå
221606,Non-resident,Ört,#REF!,Clinopodium nepeta (L.) Kuntze,10,40,Juli,September,13,13. S Aug,6,05-sep,Ja,Blå
221806,Resident,Ört,#REF!,Clinopodium vulgare L.,30,80,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
220090,Resident,Ört,#REF!,Cochlearia danica L.,10,25,April,Juni,6,6.B Maj,3,22-jul,Ja,Vit
220474,Resident,Ört,#REF!,Cochlearia officinalis L.,10,50,April,Juni,6,6.B Maj,3,22-jul,Ja,Vit
219795,Resident,Ört,#REF!,Coeloglossum viride (L.) Hartm.,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
220476,Resident,Ört,#REF!,Colchicum autumnale L.,10,20,Augusti,Oktober,15,15. S Sep,8,05-okt,Ja,Lila
221085,Resident,Ört,#REF!,Collomia linearis Nutt.,20,60,Juli,September, ,Ingen data, ,Ingen data,Ja,Rosa
221186,Resident,Ört,#REF!,Comarum palustre L.,30,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Rosa
221448,Resident,Ört,#REF!,Comastoma tenellum (Rottb.) Toyok.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
222983,Non-resident,Ört,#REF!,Commelina communis L.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
405,Resident,Ört,#REF!,Conium maculatum L.,50,250,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
406,Resident,Ört,#REF!,Conopodium majus (Gouan) Loret,20,60,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
408,Resident,Ört,#REF!,Consolida regalis Gray,20,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Blå
222812,Resident,Ört,#REF!,Convallaria majalis L.,10,30,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Vit
219775,Resident,Klättrande växt,#REF!,Convolvulus arvensis L.,20,80,Juni,September,8,8. B Jun,1,22-jun,Ja,Rosa
220092,Resident,Ört,#REF!,Conyza canadensis (L.) Cronquist,30,150,Juli,September,9,9. S Jun,2,07-jul,Ja,Vit
1365,Resident,Ört,#REF!,Coptidium lapponicum (L.) Tzvelev,10,20,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
220093,Resident,Ört,#REF!,Corallorhiza trifida Châtel.,10,30,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
219661,Resident,Ört,#REF!,Corispermum intermedium Schweigg.,10,30,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
224080,Non-resident,Buske,#REF!,Cornus alba L.,200,400,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
220985,Non-resident,Buske/Träd,#REF!,Cornus mas L.,300,600,Mars,April,5,5. S Apr,4,06-aug,Ja,Gul
220986,Resident,Buske,#REF!,Cornus sanguinea L.,200,400,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
224081,Resident,Buske,#REF!,Cornus sericea L.,200,400,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
220987,Resident,Ört,#REF!,Cornus suecica L.,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
220481,Resident,Ört,#REF!,Corrigiola litoralis L.,10,40,Juni,Augusti,13,13. S Aug,6,05-sep,Ja,Grön
222813,Resident,Ört,#REF!,Corydalis bracteata (Stephan ex Willd.) Pers.,20,50,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Gul
222815,Resident,Ört,#REF!,Corydalis cava (L.) Schweigg. & Körte,20,50,April,Maj,5,5. S Apr,4,06-aug,Ja,Rosa
475,Resident,Ört,#REF!,Corydalis gotlandica Lidén,10,40,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Gul
222817,Resident,Ört,#REF!,Corydalis intermedia (L.) Mérat,10,50,April,Maj,3,3. S Mar,6,05-sep,Ja,Rosa
222818,Resident,Ört,#REF!,Corydalis nobilis (L.) Pers.,20,60,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Gul
222820,Resident,Ört,#REF!,Corydalis pumila (Host) Rchb.,10,30,April,Maj,4,4. B Apr,5,21-aug,Ja,Vit
222821,Resident,Ört,#REF!,Corydalis solida (L.) Clairv.,10,30,April,Maj,4,4. B Apr,5,21-aug,Ja,Rosa
222823,Resident,Buske,#REF!,Corylus avellana L.,300,600,Mars,April,1,1. S Feb,8,05-okt,Ja,Grön
221399,Resident,Gräs,#REF!,Corynephorus canescens (L.) P. Beauv.,10,50,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
219944,Resident,Ört,#REF!,Cota tinctoria (L.) J. Gay.,20,70,Juli,September,9,9. S Jun,2,07-jul,Ja,Gul
223325,Non-resident,Buske,#REF!,Cotoneaster adpressus Bois,10,50,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
222985,Non-resident,Buske,#REF!,Cotoneaster ascendens Flinck & B. Hylmö,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
222986,Non-resident,Buske,#REF!,Cotoneaster atropurpureus Flinck & B. Hylmö,50,150,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
222987,Resident,Buske,#REF!,Cotoneaster bullatus Bois,100,300,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
1873,Resident,Buske,#REF!,Cotoneaster canescens Vestergr. ex B. Hylmö,50,100,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
222989,Non-resident,Buske,#REF!,Cotoneaster dammeri C. K. Schneid.,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
222990,Resident,Buske,#REF!,Cotoneaster dielsianus E. Pritz.,100,300,Maj,Juni,9,9. S Jun,2,07-jul,Ja,Vit
222991,Resident,Buske,#REF!,Cotoneaster divaricatus Rehder & E. H. Wilson,100,300,April,Juni,7,7.S Maj,2,07-jul,Ja,Vit
222992,Non-resident,Buske,#REF!,Cotoneaster hjelmqvistii Flinck & B. Hylmö,100,200,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
222993,Resident,Buske,#REF!,Cotoneaster horizontalis Decne.,20,50,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Vit
223005,Resident,Buske,#REF!,Cotoneaster integerrimus,50,200,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
1874,Resident,Buske,#REF!,Cotoneaster kullensis B. Hylmö,50,150,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Vit
222997,Resident,Buske,#REF!,Cotoneaster laetevirens (Rehder & E. H. Wilson) Klotz,50,200,Juni,Juli,7,7.S Maj,2,07-jul,Ja,Vit
264471,Resident,Buske,#REF!,Cotoneaster latifolius J. Fryer & B. Hylmö,100,200,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
222998,Resident,Buske,#REF!,Cotoneaster lucidus Schltdl.,200,400,Juni,Juli,7,7.S Maj,2,07-jul,Ja,Vit
222999,Non-resident,Buske,#REF!,Cotoneaster moupinensis Franch.,100,300,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
223000,Resident,Buske,#REF!,Cotoneaster multiflorus Bunge,200,500,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
223001,Non-resident,Buske,#REF!,Cotoneaster nanshan M. Vilm. ex Mottet,50,200,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
223003,Resident,Buske,#REF!,Cotoneaster niger (Fr.) Fr.,50,150,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
6002800,Non-resident,Buske,#REF!,Cotoneaster perpusillus Flinck & B. Hylmö,20,50,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
223004,Resident,Buske,#REF!,Cotoneaster przewalskii Pojark.,100,300,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
222995,Resident,Buske,#REF!,Cotoneaster pyrenaicus Gand.,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
235046,Non-resident,Buske,#REF!,Cotoneaster salicifolius Franch.,50,150,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
265368,Non-resident,Buske,#REF!,Cotoneaster simonsii T. Moore,200,300,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
223006,Non-resident,Buske,#REF!,Cotoneaster tomentellus Pojark.,100,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223007,Resident,Buske,#REF!,Cotoneaster tomentosus (Aiton) Lindl.,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223008,Non-resident,Buske,#REF!,Cotoneaster veitchii (Rehder & E. H. Wilson) G. Klotz,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
235036,Resident,Buske,#REF!,Cotoneaster villosulus (Rehder & E. H. Wilson) Flinck & B. Hylmö,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223009,Resident,Ört,#REF!,Cotula coronopifolia L.,10,30,Juni,Augusti,12,12. B Aug,5,21-aug,Ja,Gul
220482,Resident,Ört,#REF!,Crambe maritima L.,30,80,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
1875,Resident,Vattenväxt,#REF!,Crassula aquatica (L.) Schönland,5,20,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
265281,Non-resident,Vattenväxt,#REF!,Crassula helmsii (Kirk) Cockayne,5,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
264472,Resident,Buske,#REF!,Crataegus × macrocarpa Hegetschw.,200,400,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
224948,Resident,Buske,#REF!,Crataegus × media Bechst.,200,600,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
264473,Resident,Buske,#REF!,Crataegus × subsphaerica Gand.,200,400,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
223010,Non-resident,Buske,#REF!,Crataegus flabellata (Spach) K. Koch,200,600,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
223011,Resident,Buske,#REF!,Crataegus laevigata (Poir.) DC.,300,600,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
223012,Resident,Buske,#REF!,Crataegus monogyna Jacq.,200,400,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
223014,Resident,Buske,#REF!,Crataegus rhipidophylla Gand.,200,500,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
223016,Non-resident,Buske,#REF!,Crataegus submollis Sarg.,200,400,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
223017,Resident,Ört,#REF!,Crepis biennis L.,30,120,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
220099,Resident,Ört,#REF!,Crepis capillaris (L.) Wallr.,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
220102,Resident,Ört,#REF!,Crepis paludosa (L.) Moench,30,120,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
220103,Resident,Ört,#REF!,Crepis praemorsa (L.) Walther,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
220106,Resident,Ört,#REF!,Crepis sibirica L.,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220107,Resident,Ört,#REF!,Crepis tectorum L.,20,60,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
264311,Resident,Ört,#REF!,Crocus × hybridus Petrovic,5,15,Mars,April,2,2. B Mar,7,20-sep,Ja,Lila
219778,Non-resident,Ört,#REF!,Crocus × stellaris Haw.,5,15,Mars,April,3,3. S Mar,6,05-sep,Ja,Lila
220111,Resident,Ört,#REF!,Crocus biflorus Mill.,10,20,Mars,April,2,2. B Mar,7,20-sep,Ja,"Lila, vit"
219779,Resident,Ört,#REF!,Crocus chrysanthus (Herb.) Herb.,10,15,Mars,April,2,2. B Mar,7,20-sep,Ja,Gul
219782,Non-resident,Ört,#REF!,Crocus sieberi J. Gay,5,15,Mars,April,2,2. B Mar,7,20-sep,Ja,Lila
219783,Resident,Ört,#REF!,Crocus speciosus M. Bieb.,10,20,September,Oktober,15,15. S Sep,8,05-okt,Ja,Lila
219784,Resident,Ört,#REF!,Crocus tommasinianus Herb.,5,15,Mars,April,2,2. B Mar,7,20-sep,Ja,Lila
219785,Resident,Ört,#REF!,Crocus vernus (L.) Hill,10,20,Mars,April,3,3. S Mar,6,05-sep,Ja,Lila
219786,Resident,Ört,#REF!,Cruciata glabra (L.) Ehrend.,10,40,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
221514,Resident,Ört,#REF!,Cryptogramma crispa (L.) R. Br. ex Hook.,10,40,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
489,Extinct,Parasitiskt växt,#REF!,Cuscuta epilinum Weihe,10,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
490,Resident,Parasitiskt växt,#REF!,Cuscuta epithymum (L.) L.,10,60,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
491,Resident,Klättrande växt,#REF!,Cuscuta europaea L.,10,100,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
223018,Resident,Klättrande växt,#REF!,"Cymbalaria muralis G. Gaertn., B. Mey. & Scherb.",5,30,Maj,Augusti,6,6.B Maj,3,22-jul,Ja,Rosa
221518,Resident,Ört,#REF!,Cynoglossum officinale L.,20,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Röd
221519,Resident,Ört,#REF!,Cynoglottis barrelieri (All.) Vural & Kit Tan,20,60,Maj,Juli, ,Ingen data, ,Ingen data,Ja,Blå
221520,Resident,Gräs,#REF!,Cynosurus cristatus L.,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
497,Resident,Gräs/halvgräs,#REF!,Cyperus fuscus L.,10,40,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Brun
504,Resident,Ört,#REF!,Cypripedium calceolus L.,20,50,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
509,Resident,Ört,#REF!,Cystopteris alpina (Lam.) Desv.,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Nej,
222740,Resident,Ormbunke,#REF!,Cystopteris fragilis (L.) Bernh.,10,30,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222741,Resident,Ört,#REF!,Cystopteris montana (Lam.) Desv.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Nej,
221192,Resident,Buske,#REF!,Cytisus scoparius (L.) Link,100,300,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Gul
221193,Resident,Gräs,#REF!,Dactylis glomerata L.,40,100,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
224698,Resident,Gräs,#REF!,Dactylis polygama Horv.,20,80,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
219788,Resident,Ört,#REF!,Dactylorhiza incarnata (L.) Soó,20,50,Juni,Juli,7,7.S Maj,2,07-jul,Ja,Rosa
223591,Resident,Ört,#REF!,Dactylorhiza maculata ssp. fuchsii,20,60,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Rosa
222845,Resident,Ört,#REF!,Dactylorhiza maculata ssp. maculata,20,60,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Rosa
264308,Resident,Ört,#REF!,Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.,20,50,Juni,Juli,6,6.B Maj,3,22-jul,Ja,Rosa
219792,Resident,Ört,#REF!,Dactylorhiza sambucina (L.) Soó,15,35,Maj,Juni, ,Ingen data, ,Ingen data,Ja,"Gul, lila"
219796,Resident,Gräs,#REF!,Danthonia decumbens (L.) DC.,20,50,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
259734,Non-resident,Buske,#REF!,Daphne laureola L.,50,150,Mars,Maj, ,Ingen data, ,Ingen data,Ja,Grön
222412,Resident,Buske,#REF!,Daphne mezereum L.,100,150,Mars,April,2,2. B Mar,7,20-sep,Ja,Rosa
223337,Resident,Buske,#REF!,Dasiphora fruticosa (L.) Rydb.,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
223435,Resident,Ört,#REF!,Datura stramonium L.,30,150,Juli,September,10,10. B Jul,3,22-jul,Ja,Vit
219664,Resident,Ört,#REF!,Daucus carota L.,30,100,Juli,September,10,10. B Jul,3,22-jul,Ja,Vit
222824,Non-resident,Ört,#REF!,Delphinium × belladonna (Kelway) Bergmans,50,150,Juli,September,9,9. S Jun,2,07-jul,Ja,Blå
220113,Resident,Ört,#REF!,Delphinium elatum L.,100,250,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Blå
222827,Resident,Ört,#REF!,Dennstaedtia punctilobula (Michx.) T. Moore,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
222743,Resident,Gräs,#REF!,Deschampsia alpina (L.) Roem. & Schult.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222414,Resident,Gräs,#REF!,Deschampsia bottnica (Wahlenb.) Trin.,30,80,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
222415,Resident,Gräs,#REF!,Deschampsia cespitosa (L.) P. Beauv.,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
522,Resident,Gräs,#REF!,Deschampsia setacea (Huds.) Hack.,10,50,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
220485,Resident,Ört,#REF!,Descurainia sophia (L.) Webb ex Prantl,20,50,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Gul
527,Resident,Ört,#REF!,Dianthus arenarius L.,10,30,Juli,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
528,Resident,Ört,#REF!,Dianthus armeria L.,20,60,Juli,Augusti,12,12. B Aug,5,21-aug,Ja,Rosa
