Dyntaxa ID number,Establishment,Växtsätt,kontroll,Växtnamn,Medelhöjd (cm),Maxhöjd (cm),Blomningsstart,Blomningsslut,Phenology,Börjar Blomma,Extreme phenology,Sena,Blommande?,Blomfärg
221737,Resident,Vattenväxt,#REF!,Oenanthe aquatica (L.) Poir.,10,60,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
1098,Resident,Ört,#REF!,Oenanthe fistulosa L.,30,80,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
1099,Resident,Ört,#REF!,Oenanthe lachenalii C. C. Gmel.,20,60,Juli,September, ,Ingen data, ,Ingen data,Ja,Vit
222092,Resident,Ört,#REF!,Oenothera biennis L. agg.,20,80,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Gul
222097,Resident,Ört,#REF!,Oenothera glazioviana P. Micheli ex Mart.,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Gul
221554,Resident,Ört,#REF!,Omphalodes verna Moench,10,30,April,Juni,4,4. B Apr,5,21-aug,Ja,Blå
1111,Resident,Ört,#REF!,Onobrychis viciifolia Scop.,50,120,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
221288,Non-resident,Ormbunke,#REF!,Onoclea sensibilis L.,30,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
224145,Resident,Ört,#REF!,Ononis spinosa ssp. hircina,30,100,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
230665,Resident,Ört,#REF!,Ononis spinosa ssp. procurrens,30,100,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
220857,Resident,Buske,#REF!,Ononis spinosa ssp. spinosa,30,80,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
1113,Resident,Ört,#REF!,Onopordum acanthium L.,50,200,Juli,September,10,10. B Jul,3,22-jul,Ja,Röd
220261,Resident,Ormbunke,#REF!,Ophioglossum vulgatum L.,10,30,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
264979,Non-resident,Ört,#REF!,Ophrys apifera Huds.,20,50,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Rosa
222118,Resident,Ört,#REF!,Ophrys insectifera L.,10,30,Maj,Juni,8,8. B Jun,1,22-jun,Ja,"Brun, gul"
219864,Resident,Ört,#REF!,Orchis mascula L.,10,30,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Rosa
219865,Resident,Ört,#REF!,Orchis militaris L.,20,50,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Rosa
1122,Resident,Ört,#REF!,Orchis spitzelii Saut. ex W. D. J. Koch,20,50,Juni,Juli, ,Ingen data, ,Ingen data,Ja,"Lila, grön"
221738,Resident,Ört,#REF!,Origanum vulgare L.,30,100,Juli,September,10,10. B Jul,3,22-jul,Ja,Rosa
219696,Resident,Ört,#REF!,Ornithogalum boucheanum (Kunth) Asch.,20,60,April,Maj,5,5. S Apr,4,06-aug,Ja,Vit
219868,Resident,Ört,#REF!,Ornithogalum divergens Boreau,20,50,April,Maj,7,7.S Maj,2,07-jul,Ja,Vit
264354,Resident,Ört,#REF!,Ornithogalum narbonense L.,50,80,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
219869,Resident,Ört,#REF!,Ornithogalum nutans L.,20,40,April,Juni,5,5. S Apr,4,06-aug,Ja,"Vit, grön"
219872,Resident,Ört,#REF!,Ornithogalum umbellatum L.,10,40,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
1123,Resident,Ört,#REF!,Ornithopus perpusillus L.,10,20,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
1124,Resident,Ört,#REF!,Orobanche alba Stephan ex Willd.,20,50,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Vit
221740,Resident,Ört,#REF!,Orobanche amethystea Thuill.,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Lila
1125,Resident,Ört,#REF!,Orobanche elatior Sutton,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
221745,Non-resident,Ört,#REF!,Orobanche flava Mart. ex F. W. Schultz,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
221747,Resident,Parasitiskt växt,#REF!,Orobanche hederae Duby,20,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Brun
221748,Resident,Ört,#REF!,Orobanche lucorum F. W. Schultz,20,50,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Lila
1126,Resident,Ört,#REF!,Orobanche minor Sm.,10,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Brun
1128,Resident,Ört,#REF!,Orobanche purpurea Jacq.,10,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Lila
1129,Resident,Ört,#REF!,Orobanche reticulata Wallr.,20,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
221754,Resident,Vattenväxt,#REF!,Orontium aquaticum L.,20,60,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Gul
219581,Resident,Ört,#REF!,Orthilia secunda (L.) House,10,30,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Grön
222593,Resident,Ormbunke,#REF!,Osmunda regalis L.,50,200,Juni,Augusti,10,10. B Jul,3,22-jul,Nej,
219886,Resident,Ört,#REF!,Othocallis amoena (L.) Trávn.,5,20,Mars,April,6,6.B Maj,3,22-jul,Ja,Blå
219890,Resident,Ört,#REF!,Othocallis mischtschenkoana (Grossh.) Speta,10,20,Mars,April,3,3. S Mar,6,05-sep,Ja,Blå
219892,Resident,Ört,#REF!,Othocallis siberica (Haw.) Speta,10,20,Mars,April,4,4. B Apr,5,21-aug,Ja,Blå
222119,Resident,Ört,#REF!,Oxalis acetosella L.,10,20,April,Juni,5,5. S Apr,4,06-aug,Ja,Vit
222121,Resident,Ört,#REF!,Oxalis corniculata L.,5,30,Juni,September,8,8. B Jun,1,22-jun,Ja,Gul
222123,Resident,Ört,#REF!,Oxalis dillenii Jacq.,5,20,Maj,Juli,9,9. S Jun,2,07-jul,Ja,Gul
222125,Resident,Ört,#REF!,Oxalis stricta L.,10,50,Juni,September,8,8. B Jun,1,22-jun,Ja,Gul
6003006,Resident,Ört,#REF!,"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch",20,60,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
220741,Resident,Ört,#REF!,"Oxybasis rubra (L.) S.Fuentes, Uotila, & Borsch",5,30,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
338,Extinct,Ört,#REF!,"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",20,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
220833,Resident,Ört,#REF!,Oxyria digyna (L.) Hill,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
221295,Resident,Ört,#REF!,Oxytropis campestris (L.) DC.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220834,Resident,Ört,#REF!,Oxytropis lapponica (Wahlenb.) J. Gay,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
1142,Resident,Ört,#REF!,Oxytropis pilosa (L.) DC.,20,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
223353,Resident,Gräs,#REF!,Panicum capillare L.,30,80,Juli,September,14,14. B Sep,7,20-sep,Ja,Grön
222596,Non-resident,Gräs,#REF!,Panicum miliaceum L.,50,150,Juni,Augusti,14,14. B Sep,7,20-sep,Ja,Grön
1156,Resident,Ört,#REF!,Papaver argemone L.,20,80,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Orange
222864,Non-resident,Ört,#REF!,Papaver atlanticum (Ball) Coss.,30,60,Maj,Juli,8,8. B Jun,1,22-jun,Ja,Orange
220251,Resident,Ört,#REF!,Papaver cambricum L.,30,80,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Gul
222868,Resident,Ört,#REF!,Papaver croceum Ledeb.,10,50,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Orange
222869,Resident,Ört,#REF!,Papaver dubium L.,20,60,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Orange
222876,Resident,Ört,#REF!,Papaver lasiothrix,30,80,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Röd
222874,Resident,Ört,#REF!,Papaver orientale L.,30,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Orange
1158,Resident,Ört,#REF!,Papaver radicatum Rottb.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
222878,Resident,Ört,#REF!,Papaver rhoeas L.,30,80,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Röd
222879,Resident,Ört,#REF!,Papaver somniferum L.,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Lila
1160,Resident,Gräs,#REF!,Parapholis strigosa (Dumort.) C. E. Hubb.,10,50,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
221755,Resident,Ört,#REF!,Parietaria judaica L.,10,40,Juni,Augusti,12,12. B Aug,5,21-aug,Ja,Grön
1161,Resident,Ört,#REF!,Parietaria officinalis L.,10,60,Juni,Augusti,12,12. B Aug,5,21-aug,Ja,Grön
223049,Resident,Ört,#REF!,Paris quadrifolia L.,10,30,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Grön
221929,Resident,Ört,#REF!,Parnassia palustris L.,10,50,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Vit
220262,Resident,Klättrande växt,#REF!,Parthenocissus inserta (A. Kern.) Fritsch,100,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
221558,Non-resident,Klättrande växt,#REF!,Parthenocissus quinquefolia (L.) Planch.,500,2000,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
219697,Resident,Ört,#REF!,Pastinaca sativa L.,50,150,Juli,September,11,11. S Jul,4,06-aug,Ja,Gul
221561,Resident,Ört,#REF!,Pedicularis flammea L.,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,"Röd, gul"
221756,Resident,Ört,#REF!,Pedicularis hirsuta L.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
221757,Resident,Ört,#REF!,Pedicularis lapponica L.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
221758,Resident,Ört,#REF!,Pedicularis oederi Vahl,10,40,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
221759,Resident,Ört,#REF!,Pedicularis palustris L.,20,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Rosa
221760,Resident,Ört,#REF!,Pedicularis sceptrum-carolinum L.,30,80,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
1174,Resident,Ört,#REF!,Pedicularis sylvatica L.,10,30,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Rosa
221763,Resident,Ört,#REF!,Pentaglottis sempervirens (L.) Tausch ex L. H. Bailey,30,80,Maj,Juli,6,6.B Maj,3,22-jul,Ja,Blå
221909,Resident,Ört,#REF!,Persicaria amphibia (L.) Delarbre,20,100,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
1263,Resident,Ört,#REF!,Persicaria foliosa (H. Lindb.) Kitag.,10,40,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
220838,Resident,Ört,#REF!,Persicaria hydropiper (L.) Delarbre,20,80,Juli,September,10,10. B Jul,3,22-jul,Ja,Rosa
220839,Resident,Ört,#REF!,Persicaria lapathifolia (L.) Delarbre,30,100,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
220840,Resident,Ört,#REF!,Persicaria maculosa Gray,20,100,Juli,September,9,9. S Jun,2,07-jul,Ja,Rosa
220841,Resident,Ört,#REF!,Persicaria minor (Huds.) Opiz,30,100,Juli,September,10,10. B Jul,3,22-jul,Ja,Grön
220846,Resident,Ört,#REF!,Petasites albus (L.) Gaertn.,20,60,April,Juni,2,2. B Mar,7,20-sep,Ja,Vit
220263,Resident,Ört,#REF!,Petasites frigidus (L.) Fr.,30,80,Juni,Juli,3,3. S Mar,6,05-sep,Ja,Vit
220264,Resident,Ört,#REF!,"Petasites hybridus (L.) G. Gaertn., B. Mey. & Scherb.",50,150,Mars,April,3,3. S Mar,6,05-sep,Ja,Rosa
220265,Resident,Ört,#REF!,Petasites japonicus (Siebold & Zucc.) Maxim.,50,100,Maj,Juni,3,3. S Mar,6,05-sep,Ja,"Grön, vit"
220266,Resident,Ört,#REF!,Petasites spurius (Retz.) Rchb.,30,100,Juni,Augusti,3,3. S Mar,6,05-sep,Ja,Grön
1186,Resident,Ört,#REF!,Petrorhagia prolifera (L.) P. W. Ball & Heywood,10,40,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
1187,Resident,Ört,#REF!,Petrorhagia saxifraga (L.) Link,10,40,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
220848,Resident,Ört,#REF!,Petroselinum crispum (Mill.) Fuss,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1188,Resident,Ört,#REF!,Peucedanum oreoselinum (L.) Moench,30,70,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
219701,Resident,Ört,#REF!,Peucedanum ostruthium (L.) W. D. J. Koch,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
219702,Resident,Ört,#REF!,Peucedanum palustre (L.) Moench,50,200,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
221125,Non-resident,Ört,#REF!,Phacelia tanacetifolia Benth.,30,100,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
222606,Resident,Gräs,#REF!,Phalaris arundinacea L.,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
222608,Non-resident,Gräs,#REF!,Phalaris canariensis L.,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
221299,Resident,Ört,#REF!,Phedimus aizoon (L.) `t Hart,20,60,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Gul
223354,Resident,Ört,#REF!,Phedimus hybridus (L.) `t Hart,10,30,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Rosa
223355,Non-resident,Ört,#REF!,Phedimus kamtschaticus (Fisch. & C. A. Mey.) `t Hart,20,60,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Gul
223356,Resident,Ört,#REF!,Phedimus spurius (M. Bieb.) `t Hart,10,40,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
223357,Resident,Ört,#REF!,Phedimus stoloniferus (S. G. Gmel.) `t Hart,10,20,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Rosa
223358,Resident,Ört,#REF!,Phegopteris connectilis (Michx.) Watt,20,60,Juli,Augusti,10,10. B Jul,3,22-jul,Nej,
264665,Non-resident,Buske,#REF!,Philadelphus × lemoinei Lemoine,100,300,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
222756,Non-resident,Buske,#REF!,Philadelphus coronarius L.,200,300,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Vit
220995,Resident,Gräs,#REF!,Phippsia algida (Sol.) R. Br.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
1207,Resident,Gräs,#REF!,Phippsia concinna (Th. Fr.) Lindeb.,5,15,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
222614,Resident,Gräs,#REF!,Phleum alpinum L.,10,40,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
1900,Resident,Gräs,#REF!,Phleum arenarium L.,10,50,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
222617,Resident,Gräs,#REF!,Phleum phleoides (L.) H. Karst.,30,80,Juni,Juli,6,6.B Maj,3,22-jul,Ja,Grön
222618,Resident,Gräs,#REF!,Phleum pratense L.,30,100,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
221128,Non-resident,Ört,#REF!,Phlox paniculata L.,50,150,Juli,Augusti,13,13. S Aug,6,05-sep,Ja,Rosa
219733,Resident,Gräs,#REF!,Phragmites australis (Cav.) Trin. ex Steud.,100,300,Juli,Augusti,14,14. B Sep,7,20-sep,Ja,Brun
221451,Resident,Buske,#REF!,Phyllodoce caerulea (L.) Bab.,10,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
264448,Resident,Ört,#REF!,Physalis alkekengi L.,50,150,Juli,September,8,8. B Jun,1,22-jun,Ja,Orange
223464,Non-resident,Ört,#REF!,Physalis grisea (Waterf.) M. Martínez,50,100,Juli,September, ,Ingen data, ,Ingen data,Ja,Gul
223468,Non-resident,Ört,#REF!,Physalis peruviana L.,50,150,Juli,September, ,Ingen data, ,Ingen data,Ja,Orange
223469,Non-resident,Ört,#REF!,Physalis philadelphica Lam.,50,150,Juni,September, ,Ingen data, ,Ingen data,Ja,Gul
223471,Resident,Buske,#REF!,Physocarpus opulifolius (L.) Maxim.,100,300,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
1236,Resident,Ört,#REF!,Phyteuma nigrum F. W. Schmidt,30,60,Juni,Juli,7,7.S Maj,2,07-jul,Ja,"Blå, lila"
1237,Resident,Ört,#REF!,Phyteuma spicatum L.,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
220270,Resident,Ört,#REF!,Phytolacca acinosa Roxb.,100,250,Juli,September,13,13. S Aug,6,05-sep,Ja,Vit
220850,Resident,Träd,#REF!,Picea abies (L.) H. Karst.,2000,5000,April,Maj,7,7.S Maj,2,07-jul,Ja,Grön
222153,Non-resident,Träd,#REF!,Picea glauca (Moench) Voss,200,300,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
222154,Non-resident,Träd,#REF!,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",200,400,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
222155,Non-resident,Träd,#REF!,Picea omorika (Pancic) Purk.,1500,2500,April,Maj, ,Ingen data, ,Ingen data,Ja,Grön
235107,Non-resident,Träd,#REF!,Picea orientalis (L.) Link,2000,3000,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
222156,Non-resident,Träd,#REF!,Picea pungens Engelm.,1000,3000,April,Maj, ,Ingen data, ,Ingen data,Ja,Grön 
232975,Resident,Träd,#REF!,Picea sitchensis (Bong.) Carrière,1500,3000,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
220271,Resident,Ört,#REF!,Picris hieracioides L.,30,100,Juli,September,11,11. S Jul,4,06-aug,Ja,Gul
223754,Resident,Ört,#REF!,Pilosella × piloselliflora (Nägeli & Peter) Soják,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
6033357,Resident,Ört,#REF!,Pilosella × polioderma (Dahlst.) Soják,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
223744,Resident,Ört,#REF!,Pilosella × scandinavica (Fr.) F. W. Schultz & Sch. Bip.,10,40,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
266011,Resident,Ört,#REF!,Pilosella aurantiaca ssp. aurantiaca var. aurantiaca,20,50,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Orange
223737,Resident,Ört,#REF!,Pilosella aurantiaca ssp. decolorans,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Orange
774,Resident,Ört,#REF!,Pilosella aurantiaca ssp. dimorpha,10,50,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Orange
223743,Resident,Ört,#REF!,Pilosella cymosa ssp. cymosa,10,40,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Gul
220002,Resident,Ört,#REF!,Pilosella cymosa ssp. gotlandica,10,50,Juli,Augusti,7,7.S Maj,2,07-jul,Ja,Gul
223750,Resident,Ört,#REF!,Pilosella cymosa ssp. praealta,20,50,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Gul
264776,Resident,Ört,#REF!,Pilosella cymosiformis (Froel.) Gottschl.,10,50,Juli,Augusti,7,7.S Maj,2,07-jul,Ja,Orange
220275,Resident,Ört,#REF!,Pilosella dichotoma (Fr. ex Lindeb.) Soják,15,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
220276,Resident,Ört,#REF!,Pilosella flagellaris (Willd.) Arv.-Touv.,10,40,Juni,Juli,7,7.S Maj,2,07-jul,Ja,Gul
264774,Resident,Ört,#REF!,Pilosella floribunda (Wimm. & Grab.) Arv.-Touv.,10,50,Juli,Augusti,7,7.S Maj,2,07-jul,Ja,Gul
220278,Resident,Ört,#REF!,Pilosella lactucella (Wallr.) P. D. Sell & C. West,10,20,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
223757,Resident,Ört,#REF!,Pilosella officinarum ssp. officinarum,10,40,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Gul
223391,Resident,Ört,#REF!,Pilosella officinarum ssp. peleteranum,10,30,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Gul
