_id,Damage,Hostplant Family,Hostplant Genus,Hostplant Species,Hostplant Subspecies/var,HOSTS ID,Insect Author,Insect Family,Insect Genus,Insect Species,Insect Subspecies,Lab Rearing,Location
42874,,Leguminosae (P),Melilotus,alba,,7339,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42396,in flowers,Onagraceae,Oenothera,,,6861,Clemens,Cosmopterigidae,Mompha,brevivittella,,,Nearctic
42876,,Leguminosae (P),Trigonella,,,7341,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42398,,Cistaceae,Helianthemum,canadense,,6863,Busck,Cosmopterigidae,Mompha,capella,,,Nearctic
42883,,Compositae,Cirsium,vulgare,,7348,Chambers,Cosmopterigidae,Walshia,miscecolorella,,,Nearctic
42399,,Cistaceae,Helianthemum,propinquum,,6864,Busck,Cosmopterigidae,Mompha,capella,,,Nearctic
42884,,Leguminosae (P),Lupinus,,,7349,Chambers,Cosmopterigidae,Walshia,miscecolorella,,,Nearctic
42400,,Rubiaceae,Cephalanthus,,,6865,Chambers,Cosmopterigidae,Mompha,cephalonthiella,,,Nearctic
42889,in stems,Leguminosae (P),Lupinus,arboreus,,7354,Chambers,Cosmopterigidae,Walshia,miscecolorella,,,Nearctic
42962,,Betulaceae,Betula,pubescens,,7427,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42442,in flowers,Onagraceae,Oenothera,macrocarpa,macrocarpa,6907,Chambers,Cosmopterigidae,Mompha,murtfeldtella,,,Nearctic
42448,in leaves,Onagraceae,Epilobium,,,6913,Stainton,Cosmopterigidae,Mompha,propinquella,,,British Isles
42982,,Salicaceae,Salix,fragilis,,7447,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42449,in leaves,Onagraceae,Epilobium,angustifolium,,6914,Zeller,Cosmopterigidae,Mompha,raschkiella,,,British Isles
42991,in bark/wood,Fagaceae,Quercus,robur,,7456,Linnaeus,Cossidae,Cossus,cossus,,,British Isles
42488,,Taxodiaceae,Taxodium,distichum,,6953,Chambers,Cosmopterigidae,Perimede,erransella,,,Nearctic
42936,,Ebenaceae,Diospyros,kaki,,7401,Strecker,Cossidae,Cossula,magnifica,,,Nearctic
42492,on leaves,Ulmaceae,Ulmus,,,6957,Chambers,Cosmopterigidae,Perimede,erransella,,,Nearctic
42501,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,X lobbianus,,6966,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42502,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,arboreus,,6967,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42959,,Betulaceae,Betula,,,7424,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42505,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,griseus,,6970,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
43049,,Salicaceae,Populus,tremula,,7514,Denis & Schiff.,Cossidae,Lamellocossus,terebra,,,Finland
42511,,Cupressaceae,Calocedrus,decurrens,,6976,Hodges,Cosmopterigidae,Periploca,dentella,,,Nearctic
42512,,Cupressaceae,Juniperus,monosperma,,6977,Hodges,Cosmopterigidae,Periploca,funebris,,,Nearctic
42691,,Bromeliaceae,Ananas,comosus,,7156,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42975,,Salicaceae,Populus,tremula,,7440,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42692,,Solanaceae,Capsicum,,,7157,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42695,,Rosaceae,Eriobotrya,japonica,,7160,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42521,,Cupressaceae,Juniperus,chinensis,,6986,Hodges,Cosmopterigidae,Periploca,nigra,,,Nearctic
42522,,Cupressaceae,Juniperus,horizontalis,,6987,Hodges,Cosmopterigidae,Periploca,nigra,,,Nearctic
42989,in bark/wood,Salicaceae,Populus,,,7454,Linnaeus,Cossidae,Cossus,cossus,,,British Isles
42701,,Juglandaceae,Juglans,nigra,,7166,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42995,in roots,Chenopodiaceae,Beta,vulgaris,,7460,Linnaeus,Cossidae,Cossus,cossus,,,Italy
42540,,Compositae,Cynara,scolymus,,7005,? MS name,Cosmopterigidae,Pyroderces,agrammanos,,,Greece
42707,,Euphorbiaceae,Ricinus,,,7172,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42551,,Compositae,Centaurea,,,7016,Zeller,Cosmopterigidae,Pyroderces,argyrogramma,,,Europe
43022,,Alliaceae,Allium,cepa,,7487,Borkhausen,Cossidae,Dyspessa,ulula,,,Greece
42561,,Leguminosae (C),Cassia,occidentalis,,7026,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
43114,,Fagaceae,Quercus,,,7579,Guérin-Méneville,Cossidae,Prionoxystus,macmurtrei,,,Nearctic
43116,,Fagaceae,Quercus,rubra,,7581,Guérin-Méneville,Cossidae,Prionoxystus,macmurtrei,,,Nearctic
42589,on leaves,Ulmaceae,Ulmus,,,7054,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
43117,in,Fagaceae,Quercus,rubra,,7582,Guérin-Méneville,Cossidae,Prionoxystus,macmurtrei,,,Nearctic
42592,on peach mummies,Detritophagous,,,,7057,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
43121,,Aceraceae,Acer,,,7586,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
43124,,Moraceae,Ficus,,,7589,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
43125,,Oleaceae,Fraxinus,,,7590,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42810,,Labiatae,Trichostema,dichotomum,,7275,Chambers,Cosmopterigidae,Stagmatophora,sexnotella,,,Nearctic
43135,,Leguminosae (P),Robinia,,,7600,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42813,on stem galls,Labiatae,Trichostema,dichotomum,,7278,Chambers,Cosmopterigidae,Stagmatophora,sexnotella,,,Nearctic
43136,,Leguminosae (P),Robinia,pseudoacacia,,7601,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42814,,Fagaceae,Quercus,agrifolia,,7279,Hodges,Cosmopterigidae,Stilbosis,dulcedo,,,Nearctic
43148,in trunks,Ulmaceae,Ulmus,,,7613,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42816,,Fagaceae,Quercus,wislizeni,,7281,Hodges,Cosmopterigidae,Stilbosis,dulcedo,,,Nearctic
43152,on leaves,Salicaceae,Populus,tremuloides,,7617,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42821,on leaves,Fagaceae,Quercus,wislizeni,,7286,Hodges,Cosmopterigidae,Stilbosis,dulcedo,,,Nearctic
42833,,Leguminosae (P),Amphicarpaea,,,7298,Clemens,Cosmopterigidae,Stilbosis,tesquella,,,Nearctic
43123,,Ulmaceae,Celtis,laevigata,,7588,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42834,,Leguminosae (P),Amphicarpaea,bracteata,,7299,Clemens,Cosmopterigidae,Stilbosis,tesquella,,,Nearctic
42838,,Fagaceae,Quercus,,,7303,Hodges,Cosmopterigidae,Stilbosis,venifica,,,Nearctic
42702,,Rosaceae,Malus,,,7167,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
43132,,Fagaceae,Quercus,,,7597,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42853,on,Leguminosae (P),Desmodium,perplexum,,7318,Busck,Cosmopterigidae,Triclonella,pergandeella,,,Nearctic
43140,,Ulmaceae,Ulmus,,,7605,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
43681,,Moraceae,Broussonetia,,,8146,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
42715,,Gramineae,Zea,mays,,7180,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42720,on bolls,Malvaceae,Gossypium,,,7185,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
43144,in trunks,Salicaceae,Populus,,,7609,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42865,,Labiatae,Salvia,aethiopis,,7330,Zeller,Cosmopterigidae,Vulcaniella,pomposella,,,Yugoslavia
43145,in trunks,Fagaceae,Quercus,,,7610,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42724,on dried fruits,Detritophagous,,,,7189,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
43150,on leaves,Aceraceae,Acer,negundo,,7615,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42870,,Leguminosae (P),Amorpha,fruticosa,,7335,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
43156,on leaves,Ulmaceae,Ulmus,procera,,7621,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42875,,Salicaceae,Salix,,,7340,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42878,in roots/stems,Leguminosae (P),Astragalus,mollissimus,,7343,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42880,,Leguminosae (P),Dalea,pinnata,,7345,Hodges,Cosmopterigidae,Walshia,floridensis,,,Nearctic
42892,,Salicaceae,Populus,tremuloides,,7357,Lintner,Cossidae,Acossus,centerensis,,,Nearctic
42894,in,Salicaceae,Populus,,,7359,Walker,Cossidae,Acossus,populi,,,Nearctic
42780,,Rhamnaceae,Frangula,alnus,,7245,Riedl,Cosmopterigidae,Sorhagenia,janiszewskae,,,Europe
42815,,Fagaceae,Quercus,chrysolepis,,7280,Hodges,Cosmopterigidae,Stilbosis,dulcedo,,,Nearctic
42828,,Corylaceae,Ostrya,virginiana,,7293,Chambers,Cosmopterigidae,Stilbosis,ostryaeella,,,Nearctic
42835,,Leguminosae (P),Lespedeza,,,7300,Clemens,Cosmopterigidae,Stilbosis,tesquella,,,Nearctic
42933,,Juglandaceae,Carya,,,7398,Strecker,Cossidae,Cossula,magnifica,,,Nearctic
42843,in leaves,Compositae,Xanthium,,,7308,Busck,Cosmopterigidae,Teladoma,helianthi,,,Nearctic
42872,,Leguminosae (P),Astragalus,pectinatus,,7337,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42879,in stem galls,Leguminosae (P),Amorpha,fruticosa,,7344,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42956,,Betulaceae,Alnus,glutinosa,,7421,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42885,,Leguminosae (P),Lupinus,arboreus,,7350,Chambers,Cosmopterigidae,Walshia,miscecolorella,,,Nearctic
42886,,Leguminosae (P),Lupinus,chamissonis,,7351,Chambers,Cosmopterigidae,Walshia,miscecolorella,,,Nearctic
42983,,Rosaceae,Sorbus,aucuparia,,7448,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42891,,Salicaceae,Populus,,,7356,Lintner,Cossidae,Acossus,centerensis,,,Nearctic
42988,in bark/wood,Oleaceae,Fraxinus,excelsior,,7453,Linnaeus,Cossidae,Cossus,cossus,,,British Isles
42993,in bark/wood,Ulmaceae,Ulmus,procera,,7458,Linnaeus,Cossidae,Cossus,cossus,,,British Isles
43910,,Myricaceae,Comptonia,peregrina,,43910,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
42968,,Oleaceae,Fraxinus,excelsior,,7433,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42974,,Salicaceae,Populus,balsamifera,,7439,Linnaeus,Cossidae,Cossus,cossus,,,Finland
43940,on flowers/fruits/leaves,Euphorbiaceae,Croton,capitatus,,43940,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
42984,,Rosaceae,Sorbus,intermedia,,7449,Linnaeus,Cossidae,Cossus,cossus,,,Finland
43068,,Asparagaceae,Asparagus,,,7533,Hübner,Cossidae,Parahypopta,caestrum,,,Europe
42987,in bark/wood,Fagaceae,Fagus,sylvatica,,7452,Linnaeus,Cossidae,Cossus,cossus,,,British Isles
42992,in bark/wood,Salicaceae,Salix,,,7457,Linnaeus,Cossidae,Cossus,cossus,,,British Isles
43979,on flowers/fruits/leaves,Dracaenaceae,Nolina,microcarpa,,43979,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
44004,on flowers/fruits/leaves,Leguminosae (P),Trifolium,willdenowii,,44004,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
43154,on leaves,Leguminosae (P),Robinia,pseudoacacia,,7619,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
44012,,Leguminosae (P),Amphicarpaea,bracteata,,44012,Harris,Lycaenidae,Strymon,melinus,humuli,,Nearctic
43155,on leaves,Ulmaceae,Ulmus,americana,,7620,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
44013,,Leguminosae (P),Astragalus,,,44013,Harris,Lycaenidae,Strymon,melinus,humuli,,Nearctic
43157,on shade trees,Polyphagous,,,,7622,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
44015,,Guttiferae,Hypericum,,,44015,Harris,Lycaenidae,Strymon,melinus,humuli,,Nearctic
43112,,Fagaceae,Castanea,,,7577,Guérin-Méneville,Cossidae,Prionoxystus,macmurtrei,,,Nearctic
43118,on bark/wood,Fagaceae,Quercus,rubra,,7583,Guérin-Méneville,Cossidae,Prionoxystus,macmurtrei,,,Nearctic
43131,,Rosaceae,Prunus,dulcis,,7596,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
43143,in trunks,Oleaceae,Fraxinus,,,7608,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
43147,in trunks,Salicaceae,Salix,,,7612,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
43153,on leaves,Fagaceae,Quercus,,,7618,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
44243,on buds/shoots,Rosaceae,Prunus,,,44243,Linnaeus,Lycaenidae,Thecla,betulae,,,British Isles
43677,,Aceraceae,Acer,,,8142,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
44518,,Oleaceae,Fraxinus,chinensis,rhyncophylla,44518,Oberthür,Lycaenidae,Ussuriana,michaelis,,,Russia
44533,,Ericaceae,Vaccinium,,,44533,Knoch,Lycaenidae,Vacciniina,optilete,,,Finland
44002,on flowers/fruits/leaves,Leguminosae (P),Trifolium,oliganthum,,44002,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
44017,,Malvaceae,Malva,,,44017,Harris,Lycaenidae,Strymon,melinus,humuli,,Nearctic
43988,on flowers/fruits/leaves,Ericaceae,Rhododendron,calendulaceum,,43988,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
44001,on flowers/fruits/leaves,Leguminosae (P),Trifolium,incarnatum,,44001,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
44014,,Rosaceae,Crataegus,,,44014,Harris,Lycaenidae,Strymon,melinus,humuli,,Nearctic
44782,on deciduous trees,Polyphagous,,,,44782,Müller,Lymantriidae,Arctornis,l-nigrum,,,British Isles
44000,on flowers/fruits/leaves,Leguminosae (P),Trifolium,arvense,,44000,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
44251,,Fagaceae,Quercus,mongolica,,44251,Staudinger,Lycaenidae,Thecla,brillantina,,,Russia
44003,on flowers/fruits/leaves,Leguminosae (P),Trifolium,repens,,44003,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
44368,,Leguminosae (M),Lysiloma,latisiliquum,,44368,Hewitson,Lycaenidae,Tmolus,azia,,Y,Nearctic
44369,on flower buds,Leguminosae (M),Acacia,,,44369,Hewitson,Lycaenidae,Tmolus,azia,,Y,Nearctic
44960,,Pinaceae,Larix,sibirica,,44960,Denis & Schiff.,Lymantriidae,Calliteara,abietis,,,Finland
44206,,Grossulariaceae,Ribes,leptanthum,,44206,Boisduval,Lycaenidae,Tharsalea,arota,,,Nearctic
44204,,Grossulariaceae,Ribes,californicum,hesperium,44204,Boisduval,Lycaenidae,Tharsalea,arota,,,Nearctic
44207,,Grossulariaceae,Ribes,roezlii,,44207,Boisduval,Lycaenidae,Tharsalea,arota,,,Nearctic
43941,on flowers/fruits/leaves,Euphorbiaceae,Croton,monanthogynus,,43941,Hübner,Lycaenidae,Strymon,melinus,,,Nearctic
44208,,Grossulariaceae,Ribes,velutinum,,44208,Boisduval,Lycaenidae,Tharsalea,arota,,,Nearctic
44237,,Rosaceae,Prunus,domestica,,44237,Linnaeus,Lycaenidae,Thecla,betulae,,,Finland
44240,,Rosaceae,Prunus,padus,,44240,Linnaeus,Lycaenidae,Thecla,betulae,,,Finland
44244,on buds/shoots,Rosaceae,Prunus,spinosa,,44244,Linnaeus,Lycaenidae,Thecla,betulae,,,British Isles
44242,,Rosaceae,Prunus,racemosa,asiatica,44242,Linnaeus,Lycaenidae,Thecla,betulae,,,Russia
44249,,Rosaceae,Malus,mandshurica,,44249,Staudinger,Lycaenidae,Thecla,betulina,,,Russia
44311,,Rhamnaceae,Rhamnus,ussuriensis,,44311,Fixsen,Lycaenidae,Thecla,spini,latior,,Russia
44016,,Rosaceae,Malus,,,44016,Harris,Lycaenidae,Strymon,melinus,humuli,,Nearctic
45108,,Betulaceae,Alnus,glutinosa,,45108,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45119,,Salicaceae,Populus,tremula,,45119,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45124,,Salicaceae,Salix,,,45124,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45127,,Ericaceae,Vaccinium,myrtillus,,45127,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45128,,Ericaceae,Vaccinium,uliginosum,,45128,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
44569,,Fagaceae,Quercus,mongolica,,44569,Butler,Lycaenidae,Wagimo,signata,,,Russia
44203,,Grossulariaceae,Ribes,aureum,gracillimum,44203,Boisduval,Lycaenidae,Tharsalea,arota,,,Nearctic
45307,,Rosaceae,Malus,,,45307,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
44205,,Grossulariaceae,Ribes,cereum,,44205,Boisduval,Lycaenidae,Tharsalea,arota,,,Nearctic
45308,,Rosaceae,Malus,pumila,,45308,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45310,,Rosaceae,Prunus,,,45310,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45337,,Rosaceae,Prunus,,,45337,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45338,,Rosaceae,Prunus,domestica,,45338,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45346,,Ulmaceae,Ulmus,,,45346,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
44236,,Rosaceae,Prunus,avium,,44236,Linnaeus,Lycaenidae,Thecla,betulae,,,Russia
44239,,Rosaceae,Prunus,mandshurica,,44239,Linnaeus,Lycaenidae,Thecla,betulae,,,Russia
45415,,Pinaceae,Abies,,,45415,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45418,,Compositae,Chaenactis,stevioides,,45418,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45431,,Cupressaceae,Thuja,,,45431,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
44536,,Ericaceae,Vaccinium,uliginosum,,44536,Knoch,Lycaenidae,Vacciniina,optilete,,,Finland
45435,,Pinaceae,Picea,pungens,,45435,Dyar,Lymantriidae,Dasychira,grisefacta,ella,,Nearctic
45445,,Rosaceae,Malus,pumila,,45445,Smith,Lymantriidae,Dasychira,leucophaea,,,Nearctic
44372,oviposition only,Leguminosae (M),Lysiloma,latisiliquum,,44372,Hewitson,Lycaenidae,Tmolus,azia,,Y,Nearctic
45453,,Pinaceae,Abies,fraseri,,45453,Strecker,Lymantriidae,Dasychira,manto,,,Nearctic
45458,,Pinaceae,Pinus,virginiana,,45458,Strecker,Lymantriidae,Dasychira,manto,,,Nearctic
45468,,Rosaceae,Prunus,serotina,,45468,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
45473,,Fagaceae,Quercus,,,45473,Barnes & McDunn.,Lymantriidae,Dasychira,meridionalis,meridionalis,,Nearctic
45484,,Rosaceae,Prunus,serotina,,45484,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,Nearctic
45487,,Ulmaceae,Ulmus,,,45487,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,Nearctic
45495,,Pinaceae,Pinus,virginiana,,45495,Dyar,Lymantriidae,Dasychira,pinicola,,,Nearctic
45498,,Pinaceae,Abies,balsamea,,45498,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
44420,,Crassulaceae,Orostachys,malacophyllus,,44420,Eversmann,Lycaenidae,Tongeia,fischeri,,,Russia
45510,,Pinaceae,Larix,laricina,,45510,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45511,,Pinaceae,Picea,,,45511,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
44788,on leaves,Tiliaceae,Tilia,,,44788,Müller,Lymantriidae,Arctornis,l-nigrum,,,British Isles
45534,,Rosaceae,Prunus,serotina,,45534,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45551,on leaves,Pinaceae,Pinus,resinosa,,45551,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45585,,Fagaceae,Quercus,nigra,,45585,Hübner,Lymantriidae,Dasychira,tephra,,,Nearctic
45592,,Betulaceae,Betula,,,45592,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,,Nearctic
45596,,Fagaceae,Fagus,,,45596,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,,Nearctic
45611,,Rosaceae,Rosa,blanda,,45611,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,,Nearctic
45642,,Rosaceae,Potentilla,,,45642,Linnaeus,Lymantriidae,Dicallomera,fascelina,,,Finland
45111,,Betulaceae,Betula,pendula,,45111,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45651,,Compositae,Taraxacum,,,45651,Linnaeus,Lymantriidae,Dicallomera,fascelina,,,Finland
45112,,Corylaceae,Corylus,avellana,,45112,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45656,on fruit trees,Polyphagous,,,,45656,Linnaeus,Lymantriidae,Dicallomera,fascelina,,,Europe
45658,on leaves,Rosaceae,Crataegus,,,45658,Linnaeus,Lymantriidae,Dicallomera,fascelina,,,British Isles
45129,,Ericaceae,Vaccinium,vitis-idaea,,45129,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45131,on leaves,Cannabaceae,Humulus,lupulus,,45131,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,British Isles
45744,,Juglandaceae,Carya,,,45744,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45755,,Oleaceae,Fraxinus,,,45755,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45757,,Geraniaceae,Geranium,sanguineum,,45757,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45759,,Juglandaceae,Juglans,nigra,,45759,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45765,,Myricaceae,Myrica,,,45765,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45774,,Rosaceae,Prunus,domestica,,45774,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45785,,Grossulariaceae,Ribes,rubrum,,45785,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45787,,Grossulariaceae,Ribes,uva-crispa,,45787,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45821,on leaves,Salicaceae,Salix,,,45821,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
45823,on trees/shrubs,Polyphagous,,,,45823,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,British Isles
45286,,Hamamelidaceae,Liquidambar,styraciflua,,45286,Palm,Lymantriidae,Dasychira,atrivenosa,,,Nearctic
45292,,Juglandaceae,Carya,,,45292,Packard,Lymantriidae,Dasychira,basiflava,,,Nearctic
45293,,Rosaceae,Malus,pumila,,45293,Packard,Lymantriidae,Dasychira,basiflava,,,Nearctic
45313,,Rosaceae,Prunus,serotina,,45313,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45315,,Ulmaceae,Ulmus,,,45315,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
44959,,Cupressaceae,Juniperus,communis,,44959,Denis & Schiff.,Lymantriidae,Calliteara,abietis,,,Finland
45325,,Aceraceae,Acer,saccharum,,45325,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45330,,Betulaceae,Betula,papyrifera,,45330,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45334,,Corylaceae,Corylus,,,45334,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45335,,Fagaceae,Fagus,grandifolia,,45335,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
44789,on leaves,Ulmaceae,Ulmus,,,44789,Müller,Lymantriidae,Arctornis,l-nigrum,,,British Isles
45115,,Geraniaceae,Geranium,pratense,,45115,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45120,,Rosaceae,Prunus,padus,,45120,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45424,,Pinaceae,Pinus,,,45424,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45430,,Taxodiaceae,Taxodium,distichum,,45430,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45436,,Pinaceae,Pinus,edulis,,45436,Dyar,Lymantriidae,Dasychira,grisefacta,grisefacta,,Nearctic
45441,,Betulaceae,Betula,,,45441,Smith,Lymantriidae,Dasychira,leucophaea,,,Nearctic
45448,,Fagaceae,Quercus,coccinea,,45448,Smith,Lymantriidae,Dasychira,leucophaea,,,Nearctic
45454,,Pinaceae,Picea,mariana,,45454,Strecker,Lymantriidae,Dasychira,manto,,,Nearctic
45455,,Pinaceae,Pinus,,,45455,Strecker,Lymantriidae,Dasychira,manto,,,Nearctic
45461,,Fagaceae,Quercus,,,45461,Barnes & McDunn.,Lymantriidae,Dasychira,meridionalis,kerrvillei,,Nearctic
45463,,Juglandaceae,Carya,,,45463,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
45466,,Rosaceae,Prunus,cerasus,,45466,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
44961,,Pinaceae,Picea,abies,,44961,Denis & Schiff.,Lymantriidae,Calliteara,abietis,,,Finland
45467,,Rosaceae,Prunus,domestica,,45467,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
