_id,Damage,Hostplant Family,Hostplant Genus,Hostplant Species,Hostplant Subspecies/var,HOSTS ID,Insect Author,Insect Family,Insect Genus,Insect Species,Insect Subspecies,Lab Rearing,Location
41516,,Ericaceae,Vaccinium,,,5981,Tengström,Coleophoridae,Coleophora,murinella,,,Nearctic
41732,on leaves,Betulaceae,Alnus,,,6197,Linnaeus,Coleophoridae,Coleophora,serratella,,,Nearctic
41547,in/on leaves,Boraginaceae,Anchusa,,,6012,Brahm,Coleophoridae,Coleophora,onosmella,,,British Isles
42019,,Cyperaceae,Cyperus,,,6484,Walker,Cosmopterigidae,Cosmopterix,attenuatella,,,Nearctic
41746,in/on seeds,Caryophyllaceae,Silene,nutans,,6211,Herrich-Schäffer,Coleophoridae,Coleophora,silenella,,,British Isles
42256,,Leguminosae (M),Mimosa,quadrivalvis,nuttallii,6721,Chambers,Cosmopterigidae,Ithome,concolorella,,,Nearctic
41571,in/on leaves,Fagaceae,Quercus,,,6036,Zincken,Coleophoridae,Coleophora,palliatella,,,British Isles
42024,in leaves,Leguminosae (P),Lespedeza,,,6489,Walker,Cosmopterigidae,Cosmopterix,attenuatella,,,Nearctic
42034,,Gramineae,Panicum,clandestinum,,6499,Busck,Cosmopterigidae,Cosmopterix,clandestinella,,,Nearctic
41577,,Compositae,Centaurea,,,6042,Zeller,Coleophoridae,Coleophora,paripennella,,,Europe
42036,,Cyperaceae,Carex,,,6501,Stainton,Cosmopterigidae,Cosmopterix,clemensella,,,Nearctic
41782,in/on seeds,Chenopodiaceae,Chenopodium,,,6247,Zetterstedt,Coleophoridae,Coleophora,sternipennella,,,British Isles
41584,in/on leaves,Compositae,Serratula,,,6049,Zeller,Coleophoridae,Coleophora,paripennella,,,British Isles
42038,,Convolvulaceae,Ipomoea,,,6503,Stainton,Cosmopterigidae,Cosmopterix,clemensella,,,Nearctic
42070,in leaves,Leguminosae (P),Desmodium,,,6535,Meyrick,Cosmopterigidae,Cosmopterix,magophila,,,Nearctic
41797,in/on seeds,Polygonaceae,Fallopia,convolvulus,,6262,Tengström,Coleophoridae,Coleophora,therinella,,,British Isles
41800,,Tiliaceae,Tilia,,,6265,Clemens,Coleophoridae,Coleophora,tiliaefoliella,,,Nearctic
41597,in/on leaves,Compositae,Arctium,,,6062,Toll,Coleophoridae,Coleophora,peribenanderi,,,British Isles
41600,,Betulaceae,Betula,,,6065,McDunnough,Coleophoridae,Coleophora,persimplexella,,,Nearctic
41816,in/on leaves,Compositae,Achillea,,,6281,Duponchel,Coleophoridae,Coleophora,trochilella,,,British Isles
41607,,Rosaceae,Rubus,chamaemorus,,6072,Kanerva,Coleophoridae,Coleophora,plumbella,,,Finland
42103,in leaves,Leguminosae (P),Vicia,sepium,,6568,Frey,Cosmopterigidae,Cosmopterix,schmidiella,,,British Isles
41613,on,Polemoniaceae,Polemonium,reptans,,6078,Braun,Coleophoridae,Coleophora,polemoniella,,,Nearctic
41619,in/on leaves,Betulaceae,Betula,,,6084,Elisha,Coleophoridae,Coleophora,potentillae,,,British Isles
42119,in leaves,Cannabaceae,Humulus,,,6584,Hübner,Cosmopterigidae,Cosmopterix,zieglerella,,,British Isles
41836,on grass,Gramineae,,,,6301,Walsingham,Coleophoridae,Coleophora,vagans,,,Nearctic
41625,,Betulaceae,Alnus,,,6090,Clemens,Coleophoridae,Coleophora,pruniella,,,Nearctic
41837,,Compositae,Helianthus,,,6302,Chambers,Coleophoridae,Coleophora,vernoniaeella,,,Nearctic
42686,,Detritophagous,,,,7151,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
41633,,Rosaceae,Malus,pumila,,6098,Clemens,Coleophoridae,Coleophora,pruniella,,,Nearctic
42137,on coccids,Insecta,Kermes (Z),,,6602,Busck,Cosmopterigidae,Euclemensia,schwarziella,,,Nearctic
41839,on,Compositae,Helianthus,,,6304,Chambers,Coleophoridae,Coleophora,vernoniaeella,,,Nearctic
41647,on,Rosaceae,Malus,sylvestris,,6112,Clemens,Coleophoridae,Coleophora,pruniella,,,Nearctic
41844,in/on seeds,Chenopodiaceae,Halimione,,,6309,Zeller,Coleophoridae,Coleophora,versurella,,,British Isles
42694,,Araceae,Colocasia,esculenta,,7159,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
41649,on,Rosaceae,Prunus,serotina,,6114,Clemens,Coleophoridae,Coleophora,pruniella,,,Nearctic
42376,in heads,Typhaceae,Typha,latifolia,,6841,Stainton,Cosmopterigidae,Limnaecia,phragmitella,,,Nearctic
42696,,Malvaceae,Gossypium,,,7161,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42705,,Rosaceae,Prunus,dulcis,,7170,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42709,,Gramineae,Sorghum,,,7174,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
41671,on,Fagaceae,Quercus,prinus,,6136,Clemens,Coleophoridae,Coleophora,querciella,,,Nearctic
41874,on,Compositae,Chrysothamnus,viscidiflorus,,6339,Walsingham,Coleophoridae,Coleophora,viscidiflorella,,,Nearctic
42381,in seeds,Typhaceae,Typha,,,6846,Stainton,Cosmopterigidae,Limnaecia,phragmitella,,,British Isles
41678,,Compositae,Solidago,rugosa,,6143,McDunnough,Coleophoridae,Coleophora,rugosae,,,Nearctic
41685,in/on seeds/stems,Chenopodiaceae,Salicornia,,,6150,Wocke,Coleophoridae,Coleophora,salicorniae,,,British Isles
42389,,Onagraceae,Oenothera,biennis,,6854,Murtfeldt,Cosmopterigidae,Mompha,argentimaculella,,,Nearctic
41687,in/on seeds/in leaves,Chenopodiaceae,Atriplex,littoralis,,6152,Stainton,Coleophoridae,Coleophora,salinella,,,British Isles
42401,in leaves,Rubiaceae,Cephalanthus,occidentalis,,6866,Chambers,Cosmopterigidae,Mompha,cephalonthiella,,,Nearctic
41694,,Caryophyllaceae,Saponaria,officinalis,,6159,Heeger,Coleophoridae,Coleophora,saponariella,,,Ukraine
42408,,Onagraceae,Epilobium,,,6873,Stephens,Cosmopterigidae,Mompha,decorella,,,Nearctic
42411,in stems,Onagraceae,Epilobium,lanceolatum,,6876,Herrich-Schäffer,Cosmopterigidae,Mompha,divisella,,,British Isles
41715,,Betulaceae,Betula,,,6180,Linnaeus,Coleophoridae,Coleophora,serratella,,,Nearctic
42412,in stems,Onagraceae,Epilobium,montanum,,6877,Herrich-Schäffer,Cosmopterigidae,Mompha,divisella,,,British Isles
42415,in stems,Onagraceae,Oenothera,biennis,,6880,Clemens,Cosmopterigidae,Mompha,eloisella,,,Nearctic
42779,,Rhamnaceae,Rhamnus,,,7244,Hodges,Cosmopterigidae,Sorhagenia,cracens,,,Nearctic
41926,,Verbenaceae,Lantana,,,6391,Heinrich,Cosmopterigidae,Anoncia,diveni,,,Nearctic
42418,on leaves,Onagraceae,Epilobium,hirsutum,,6883,Denis & Schiff.,Cosmopterigidae,Mompha,epilobiella,,,British Isles
42781,in shoots,Rhamnaceae,Rhamnus,,,7246,Riedl,Cosmopterigidae,Sorhagenia,janiszewskae,,,British Isles
41726,in/on leaves,Corylaceae,Corylus,,,6191,Linnaeus,Coleophoridae,Coleophora,serratella,,,British Isles
42426,in leaves,Onagraceae,Epilobium,montanum,,6891,Stephens,Cosmopterigidae,Mompha,lacteella,,,British Isles
42783,,Rhamnaceae,Rhamnus,saxatilis,,7248,Douglas,Cosmopterigidae,Sorhagenia,lophyrella,,,Europe
41739,,Pinaceae,Larix,decidua,,6204,Falkovitsh,Coleophoridae,Coleophora,sibiricella,,,Russia
41932,,Labiatae,Lepechinia,calycina,,6397,Keifer,Cosmopterigidae,Anoncia,sphacelina,,,Nearctic
42428,in leaves,Onagraceae,Epilobium,hirsutum,,6893,Hübner,Cosmopterigidae,Mompha,langiella,,,British Isles
42788,in leaves,Rhamnaceae,Frangula,purshiana,,7253,Braun,Cosmopterigidae,Sorhagenia,nimbosa,,,Nearctic
41747,in/on seeds,Caryophyllaceae,Silene,vulgaris,,6212,Herrich-Schäffer,Coleophoridae,Coleophora,silenella,,,British Isles
41750,,Compositae,Aster,,,6215,McDunnough,Coleophoridae,Coleophora,simulans,,,Nearctic
42438,in leaves,Lythraceae,Cuphea,viscosissima,,6903,Walsingham,Cosmopterigidae,Mompha,metallifera,,,Nearctic
42441,,Onagraceae,Oenothera,,,6906,Chambers,Cosmopterigidae,Mompha,murtfeldtella,,,Nearctic
42809,,Labiatae,Trichostema,,,7274,Chambers,Cosmopterigidae,Stagmatophora,sexnotella,,,Nearctic
41756,,Rosaceae,Pyrus,communis,,6221,,Coleophoridae,Coleophora,sp.,,,Hungary
42812,in stem galls,Labiatae,Trichostema,dichotomum,,7277,Chambers,Cosmopterigidae,Stagmatophora,sexnotella,,,Nearctic
42458,in buds,Onagraceae,Oenothera,biennis,,6923,Busck,Cosmopterigidae,Mompha,stellella,,,Nearctic
42820,on leaves,Fagaceae,Quercus,chrysolepis,,7285,Hodges,Cosmopterigidae,Stilbosis,dulcedo,,,Nearctic
42824,on,Leguminosae (P),Lonchocarpus,sericeus,,7289,Busck,Cosmopterigidae,Stilbosis,lonchocarpella,,,Nearctic
41768,in/on leaves,Rosaceae,Malus,,,6233,Schrank,Coleophoridae,Coleophora,spinella,,,British Isles
42462,in stems,Onagraceae,Epilobium,hirsutum,,6927,Bradley,Cosmopterigidae,Mompha,subdivisella,,,British Isles
42825,,Onagraceae,Epilobium,angustifolium,,7290,Chambers,Cosmopterigidae,Stilbosis,ostryaeella,,,Nearctic
42265,,Leguminosae (P),Brya,ebenus,,6730,Hodges,Cosmopterigidae,Ithome,edax,,,Nearctic
42826,,Corylaceae,Ostrya,,,7291,Chambers,Cosmopterigidae,Stilbosis,ostryaeella,,,Nearctic
42837,,Juglandaceae,Carya,,,7302,Hodges,Cosmopterigidae,Stilbosis,venifica,,,Nearctic
42480,,Convolvulaceae,Ipomoea,,,6945,Busck,Cosmopterigidae,Pebops,ipomoeae,,,Nearctic
42839,,Fagaceae,Quercus,stellata,,7304,Hodges,Cosmopterigidae,Stilbosis,victor,,,Nearctic
41813,in/on leaves/flowers,Rosaceae,Crataegus,,,6278,Fuchs,Coleophoridae,Coleophora,trigeminella,,,British Isles
41978,,Tamaricaceae,Tamarix,,,6443,Frey,Cosmopterigidae,Ascalenia,vanella,,,Italy
42484,,Juglandaceae,Carya,alba,,6949,Chambers,Cosmopterigidae,Perimede,erransella,,,Nearctic
41817,in/on leaves,Compositae,Artemisia,vulgaris,,6282,Duponchel,Coleophoridae,Coleophora,trochilella,,,British Isles
42494,,Cupressaceae,Juniperus,deppeana,,6959,Hodges,Cosmopterigidae,Periploca,atrata,,,Nearctic
41830,,Ericaceae,Vaccinium,,,6295,Herrich-Schäffer,Coleophoridae,Coleophora,vacciniella,,,Europe
42498,in galls,Rhamnaceae,Ceanothus,,,6963,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
41834,,Ericaceae,Vaccinium,,,6299,McDunnough,Coleophoridae,Coleophora,vacciniivorella,,,Nearctic
42506,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,integerrimus,,6971,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
41835,,Gramineae,,,,6300,Walsingham,Coleophoridae,Coleophora,vagans,,,Nearctic
42510,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,thyrsiflorus,,6975,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
41838,,Compositae,Vernonia,,,6303,Chambers,Coleophoridae,Coleophora,vernoniaeella,,,Nearctic
42514,,Leguminosae (C),Gleditsia,triacanthos,,6979,Chambers,Cosmopterigidae,Periploca,gleditschiaeella,,,Nearctic
42877,in galls,Leguminosae (P),Amorpha,fruticosa,,7342,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
41842,in/on seeds,Chenopodiaceae,Atriplex,littoralis,,6307,Zeller,Coleophoridae,Coleophora,versurella,,,British Isles
42881,,Leguminosae (P),Arachis,,,7346,Chambers,Cosmopterigidae,Walshia,miscecolorella,,,Nearctic
41846,in/on seeds,Chenopodiaceae,Atriplex,patula,,6311,Linnaeus,Coleophoridae,Coleophora,vestianella,,,British Isles
42887,,Leguminosae (P),Melilotus,,,7352,Chambers,Cosmopterigidae,Walshia,miscecolorella,,,Nearctic
42893,,Salicaceae,Populus,,,7358,Walker,Cossidae,Acossus,populi,,,Nearctic
42039,,Cyperaceae,Scleria,latifolia,,6504,Stainton,Cosmopterigidae,Cosmopterix,clemensella,,,Nearctic
41855,on,Caprifoliaceae,Viburnum,prunifolium,,6320,Clemens,Coleophoridae,Coleophora,viburniella,,,Nearctic
42040,in leaves,Cyperaceae,Carex,laxiflora,,6505,Stainton,Cosmopterigidae,Cosmopterix,clemensella,,,Nearctic
42046,,Cyperaceae,Carex,,,6511,Hodges,Cosmopterigidae,Cosmopterix,ebriola,,,Nearctic
42565,,Rutaceae,Citrus,maxima,,7030,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
41863,in/on leaves,Salicaceae,Salix,,,6328,Zeller,Coleophoridae,Coleophora,viminetella,,,British Isles
42384,,Pinaceae,Pinus,elliottii,,6849,Hodges,Cosmopterigidae,Melanocinclis,lineigera,,,Nearctic
42047,,Cyperaceae,Scirpus,,,6512,Hodges,Cosmopterigidae,Cosmopterix,ebriola,,,Nearctic
42570,,Rosaceae,Eriobotrya,japonica,,7035,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
42387,,Palmae,Serenoa,repens,,6852,Hodges,Cosmopterigidae,Melanocinclis,vibex,,,Nearctic
42048,,Cyperaceae,Carex,,,6513,Walsingham,Cosmopterigidae,Cosmopterix,fernaldella,,,Nearctic
41869,,Gramineae,,,,6334,Walsingham,Coleophoridae,Coleophora,viridicuprella,,,Nearctic
42397,in seed pods,Onagraceae,Oenothera,,,6862,Clemens,Cosmopterigidae,Mompha,brevivittella,,,Nearctic
42058,in leaves,Gramineae,Panicum,dichotomum,,6523,Clemens,Cosmopterigidae,Cosmopterix,gemmiferella,,,Nearctic
42578,,Pinaceae,Pinus,pinaster,,7043,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
42402,,Onagraceae,Oenothera,,,6867,Zeller,Cosmopterigidae,Mompha,circumscriptella,,,Nearctic
42581,,Leguminosae (C),Senna,occidentalis,,7046,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
42404,in leaves,Onagraceae,Epilobium,angustifolium,,6869,Braun,Cosmopterigidae,Mompha,communis,,,Nearctic
42075,in leaves,Compositae,Ambrosia,psilostachya,,6540,Braun,Cosmopterigidae,Cosmopterix,opulenta,,,Nearctic
42405,,Onagraceae,Epilobium,angustifolium,,6870,Hübner,Cosmopterigidae,Mompha,conturbatella,,,Nearctic
42076,in leaves,Gramineae,,,,6541,Stainton,Cosmopterigidae,Cosmopterix,orichalcea,,,British Isles
41882,on,Compositae,Wyethia,angustifolia,,6347,Walsingham,Coleophoridae,Coleophora,wyethiae,,,Nearctic
42077,in leaves,Gramineae,Hierochloe,,,6542,Stainton,Cosmopterigidae,Cosmopterix,orichalcea,,,British Isles
42939,,Fagaceae,Quercus,virginiana,,7404,Strecker,Cossidae,Cossula,magnifica,,,Nearctic
42079,in leaves,Gramineae,Phalaris,,,6544,Stainton,Cosmopterigidae,Cosmopterix,orichalcea,,,British Isles
42430,in leaves,Onagraceae,Epilobium,,,6895,Denis & Schiff.,Cosmopterigidae,Mompha,locupletella,,,British Isles
42108,,Cyperaceae,Cyperus,esculentus,,6573,Zeller,Cosmopterigidae,Cosmopterix,scribaiella,,,Republic of Georgia
42957,,Betulaceae,Alnus,incana,,7422,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42961,,Betulaceae,Betula,pendula,,7426,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42970,,Rosaceae,Malus,pumila,,7435,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42134,,Insecta,,,,6599,Clemens,Cosmopterigidae,Euclemensia,bassettella,,,Nearctic
42457,,Onagraceae,Oenothera,biennis,,6922,Busck,Cosmopterigidae,Mompha,stellella,,,Nearctic
42136,on coccids,Insecta,Kermes (Z),,,6601,Clemens,Cosmopterigidae,Euclemensia,bassettella,,,Nearctic
42979,,Fagaceae,Quercus,robur,,7444,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42460,in seed-pods,Onagraceae,Epilobium,montanum,,6925,Haworth,Cosmopterigidae,Mompha,subbistrigella,,,British Isles
42981,,Salicaceae,Salix,caprea,,7446,Linnaeus,Cossidae,Cossus,cossus,,,Finland
42990,in bark/wood,Fagaceae,Quercus,petraea,,7455,Linnaeus,Cossidae,Cossus,cossus,,,British Isles
42469,in stems,Onagraceae,Epilobium,,,6934,Chambers,Cosmopterigidae,Mompha,unifasciella,,,Nearctic
42479,in petioles/roots,Violaceae,Viola,hirta,,6944,Linnaeus,Cosmopterigidae,Pancalia,leuwenhoekella,,,British Isles
42482,,Convolvulaceae,Ipomoea,purpurea,,6947,Busck,Cosmopterigidae,Pebops,ipomoeae,,,Nearctic
42487,,Fagaceae,Quercus,velutina,,6952,Chambers,Cosmopterigidae,Perimede,erransella,,,Nearctic
41998,in leaves,Fagaceae,Quercus,,,6463,Chambers,Cosmopterigidae,Chrysopeleia,purpuriella,,,Nearctic
42493,,Cupressaceae,Juniperus,californica,,6958,Hodges,Cosmopterigidae,Periploca,atrata,,,Nearctic
42499,in stem galls,Rhamnaceae,Ceanothus,americanus,,6964,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42500,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,,,6965,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42504,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,diversifolius,,6969,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42507,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,lemmonii,,6972,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42509,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,oliganthus,,6974,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42518,,Cupressaceae,Juniperus,chinensis,,6983,Hodges,Cosmopterigidae,Periploca,mimula,,,Nearctic
43044,in outer bark,Pinaceae,Pinus,ponderosa,,7509,Barnes & McDunn.,Cossidae,Givira,lotta,,,Nearctic
42526,,Cupressaceae,Juniperus,,,6991,Hodges,Cosmopterigidae,Periploca,serrulata,,,Nearctic
42033,,Gramineae,Panicum,,,6498,Busck,Cosmopterigidae,Cosmopterix,clandestinella,,,Nearctic
42693,,Rutaceae,Citrus,sinensis,,7158,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42037,,Cyperaceae,Carex,laxiflora,,6502,Stainton,Cosmopterigidae,Cosmopterix,clemensella,,,Nearctic
42699,,Labiatae,Hyptis,,,7164,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42704,,Rosaceae,Prunus,armeniaca,,7169,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42549,,Compositae,Carduus,nutans,,7014,Zeller,Cosmopterigidae,Pyroderces,argyrogramma,,,France
42706,,Rosaceae,Prunus,persica,,7171,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42550,,Compositae,Carduus,pycnocephalus,,7015,Zeller,Cosmopterigidae,Pyroderces,argyrogramma,,,France
43085,,Gramineae,Phragmites,,,7550,Hübner,Cossidae,Phragmataecia,castaneae,,,Europe
42555,,Compositae,Cynara,scolymus,,7020,Zeller,Cosmopterigidae,Pyroderces,argyrogrammos,,,Greece
43086,,Gramineae,Phragmites,,,7551,Hübner,Cossidae,Phragmataecia,castaneae,,,Finland
43091,in stems,Gramineae,Phragmites,australis,,7556,Hübner,Cossidae,Phragmataecia,castaneae,,,British Isles
42558,,Cruciferae,Brassica,,,7023,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
42562,,Rutaceae,Citrus,,,7027,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
42723,on decayed fruits,Detritophagous,,,,7188,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42727,on rotting stalk,Gramineae,Zea,mays,,7192,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42262,in flowers,Leguminosae (M),Prosopis,glandulosa/velutina,,6727,Chambers,Cosmopterigidae,Ithome,concolorella,,,Nearctic
43126,,Salicaceae,Populus,,,7591,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42266,,Leguminosae (M),Pithecellobium,ebano,,6731,Hodges,Cosmopterigidae,Ithome,edax,,,Nearctic
42078,in leaves,Gramineae,Milium,,,6543,Stainton,Cosmopterigidae,Cosmopterix,orichalcea,,,British Isles
43142,in trunks,Fagaceae,Castanea,sativa,,7607,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
43146,in trunks,Leguminosae (P),Robinia,,,7611,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42576,,Musaceae,Musa,acuminata,,7041,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
43149,on forest trees,Polyphagous,,,,7614,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42582,,Ulmaceae,Ulmus,,,7047,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
43151,on leaves,Oleaceae,Fraxinus,pennsylvanica,,7616,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42107,,Cyperaceae,Scirpus,,,6572,Hodges,Cosmopterigidae,Cosmopterix,scirpicola,,,Nearctic
43158,on trees/shrubs,Polyphagous,,,,7623,Peck,Cossidae,Prionoxystus,robiniae,,,Nearctic
42698,,Malvaceae,Gossypium,thurberi,,7163,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42710,,Gramineae,Sorghum,bicolor,bicolor,7175,Walsingham,Cosmopterigidae,Pyroderces,rileyi,,,Nearctic
42782,,Rhamnaceae,Rhamnus,cathartica,,7247,Douglas,Cosmopterigidae,Sorhagenia,lophyrella,,,Europe
42797,,Labiatae,Trichostema,lanatum,,7262,Hodges,Cosmopterigidae,Stagmatophora,enchrysa,,,Nearctic
42388,,Onagraceae,Oenothera,,,6853,Murtfeldt,Cosmopterigidae,Mompha,argentimaculella,,,Nearctic
42395,,Onagraceae,Oenothera,,,6860,Clemens,Cosmopterigidae,Mompha,brevivittella,,,Nearctic
42784,in buds/leaves,Rhamnaceae,Rhamnus,,,7249,Douglas,Cosmopterigidae,Sorhagenia,lophyrella,,,British Isles
42811,,Labiatae,Trichostema,suffrutescens,,7276,Chambers,Cosmopterigidae,Stagmatophora,sexnotella,,,Nearctic
42785,,Rhamnaceae,Frangula,californica,californica,7250,Braun,Cosmopterigidae,Sorhagenia,nimbosa,,,Nearctic
42407,on leaves,Onagraceae,Epilobium,angustifolium,,6872,Hübner,Cosmopterigidae,Mompha,conturbatella,,,British Isles
42819,on leaves,Fagaceae,Quercus,agrifolia,,7284,Hodges,Cosmopterigidae,Stilbosis,dulcedo,,,Nearctic
42786,,Rhamnaceae,Frangula,purshiana,,7251,Braun,Cosmopterigidae,Sorhagenia,nimbosa,,,Nearctic
42413,in stems,Onagraceae,Epilobium,palustre,,6878,Herrich-Schäffer,Cosmopterigidae,Mompha,divisella,,,British Isles
42823,,Leguminosae (P),Lonchocarpus,sericeus,,7288,Busck,Cosmopterigidae,Stilbosis,lonchocarpella,,,Nearctic
42255,,Leguminosae (M),Acacia,farnesiana,,6720,Chambers,Cosmopterigidae,Ithome,concolorella,,,Nearctic
42829,in leaves,Corylaceae,Ostrya,,,7294,Chambers,Cosmopterigidae,Stilbosis,ostryaeella,,,Nearctic
42261,in flowers,Leguminosae (M),Acacia,farnesiana,,6726,Chambers,Cosmopterigidae,Ithome,concolorella,,,Nearctic
42789,,Rhamnaceae,Rhamnus,cathartica,,7254,Zeller,Cosmopterigidae,Sorhagenia,rhamniella,,,Europe
42437,,Lythraceae,Cuphea,viscosissima,,6902,Walsingham,Cosmopterigidae,Mompha,metallifera,,,Nearctic
42790,in flowers/shoots,Rhamnaceae,Rhamnus,,,7255,Zeller,Cosmopterigidae,Sorhagenia,rhamniella,,,British Isles
42445,in leaves/roots/stems,Onagraceae,Epilobium,hirsutum,,6910,Curtis,Cosmopterigidae,Mompha,ochraceella,,,British Isles
42452,in leaves,Onagraceae,Epilobium,angustifolium,,6917,Braun,Cosmopterigidae,Mompha,sexstrigella,,,Nearctic
42849,,Leguminosae (P),Clitoria,,,7314,Busck,Cosmopterigidae,Triclonella,pergandeella,,,Nearctic
42456,,Onagraceae,Oenothera,,,6921,Busck,Cosmopterigidae,Mompha,stellella,,,Nearctic
42475,in petioles/roots,Violaceae,Viola,canina,,6940,Curtis,Cosmopterigidae,Pancalia,latreillella,,,British Isles
42869,,Leguminosae (P),Amorpha,,,7334,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42483,in leaves,Convolvulaceae,Ipomoea,,,6948,Busck,Cosmopterigidae,Pebops,ipomoeae,,,Nearctic
42871,,Leguminosae (P),Astragalus,bisulcatus,,7336,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42485,,Magnoliaceae,Liriodendron,tulipifera,,6950,Chambers,Cosmopterigidae,Perimede,erransella,,,Nearctic
42882,,Leguminosae (P),Astragalus,,,7347,Chambers,Cosmopterigidae,Walshia,miscecolorella,,,Nearctic
42489,,Ulmaceae,Ulmus,,,6954,Chambers,Cosmopterigidae,Perimede,erransella,,,Nearctic
42832,,Leguminosae (P),Rhynchosia,tomentosa,tomentosa,7297,Hodges,Cosmopterigidae,Stilbosis,rhynchosiae,,,Nearctic
42495,in galls,Cupressaceae,Juniperus,,,6960,Hodges,Cosmopterigidae,Periploca,cata,,,Nearctic
42895,in,Salicaceae,Populus,,,7360,Bailey,Cossidae,Acossus,populi,angrezi,,Nearctic
42836,on,Leguminosae (P),Amphicarpaea,bracteata,,7301,Clemens,Cosmopterigidae,Stilbosis,tesquella,,,Nearctic
42503,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,cyaneus,,6968,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42508,on leaves/flowers/twigs,Rhamnaceae,Ceanothus,leucodermis,,6973,Cosens,Cosmopterigidae,Periploca,ceanothiella,,,Nearctic
42513,,Leguminosae (C),Gleditsia,,,6978,Chambers,Cosmopterigidae,Periploca,gleditschiaeella,,,Nearctic
42842,in leaves,Compositae,Helianthus,,,7307,Busck,Cosmopterigidae,Teladoma,helianthi,,,Nearctic
42517,,Cupressaceae,Juniperus,,,6982,Hodges,Cosmopterigidae,Periploca,laeta,,,Nearctic
42852,,Leguminosae (P),Lespedeza,,,7317,Busck,Cosmopterigidae,Triclonella,pergandeella,,,Nearctic
42523,,Cupressaceae,Juniperus,sabina,,6988,Hodges,Cosmopterigidae,Periploca,nigra,,,Nearctic
42559,,Cruciferae,Brassica,oleracea,,7024,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
42375,,Typhaceae,Typha,,,6840,Stainton,Cosmopterigidae,Limnaecia,phragmitella,,,Nearctic
42934,,Juglandaceae,Carya,illinoinensis,,7399,Strecker,Cossidae,Cossula,magnifica,,,Nearctic
42873,,Hydrangeaceae,Hydrangea,,,7338,Clemens,Cosmopterigidae,Walshia,amorphella,,,Nearctic
42591,on loqat mummies,Detritophagous,,,,7056,Hodges,Cosmopterigidae,Pyroderces,badia,,,Nearctic
42386,,Pinaceae,Pinus,taeda,,6851,Hodges,Cosmopterigidae,Melanocinclis,lineigera,,,Nearctic
